TRADE_DATE,Argentina
20130608,1.325
20130609,1.395
20130610,1.47
20130611,1.547
20130612,1.639
20130613,1.728
20130614,1.823
20130615,1.925
20130616,2.025
20130617,2.129
20130618,2.236
20130619,2.359
20130620,2.486
20130621,2.597
20130622,2.708
20130623,2.821
20130624,2.931
20130625,3.048
20130626,3.153
20130627,3.235
20130628,3.311
20130629,3.38
20130630,3.454
20130701,3.528
20130702,3.6
20130703,3.678
20130704,3.751
20130705,3.801
20130706,3.828
20130707,3.845
20130708,3.86
20130709,3.889
20130710,3.915
20130711,3.935
20130712,3.929
20130713,3.92
20130714,3.904
20130715,3.878
20130716,3.86
20130717,3.841
20130718,3.816
20130719,3.768
20130720,3.711
20130721,3.664
20130722,3.614
20130723,3.566
20130724,3.505
20130725,3.437
20130726,3.372
20130727,3.303
20130728,3.237
20130729,3.174
20130730,3.112
20130731,3.048
20130801,2.991
20130802,2.917
20130803,2.845
20130804,2.787
20130805,2.73
20130806,2.683
20130807,2.636
20130808,2.579
20130809,2.522
20130810,2.466
20130811,2.425
20130812,2.386
20130813,2.351
20130814,2.314
20130815,2.269
20130816,2.22
20130817,2.175
20130818,2.129
20130819,2.087
20130820,2.047
20130821,2.012
20130822,1.974
20130823,1.945
20130824,1.909
20130825,1.873
20130826,1.852
20130827,1.835
20130828,1.823
20130829,1.802
20130830,1.781
20130831,1.744
20130901,1.718
20130902,1.692
20130903,1.669
20130904,1.651
20130905,1.624
20130906,1.598
20130907,1.575
20130908,1.551
20130909,1.53
20130910,1.507
20130911,1.488
20130912,1.473
20130913,1.461
20130914,1.453
20130915,1.445
20130916,1.435
20130917,1.435
20130918,1.436
20130919,1.433
20130920,1.427
20130921,1.417
20130922,1.403
20130923,1.397
20130924,1.396
20130925,1.389
20130926,1.389
20130927,1.377
20130928,1.37
20130929,1.365
20130930,1.376
20131001,1.39
20131002,1.403
20131003,1.417
20131004,1.432
20131005,1.45
20131006,1.466
20131007,1.479
20131008,1.5
20131009,1.516
20131010,1.529
20131011,1.538
20131012,1.534
20131013,1.531
20131014,1.53
20131015,1.53
20131016,1.531
20131017,1.531
20131018,1.532
20131019,1.532
20131020,1.533
20131021,1.539
20131022,1.547
20131023,1.56
20131024,1.56
20131025,1.562
20131026,1.539
20131027,1.525
20131028,1.52
20131029,1.517
20131030,1.503
20131031,1.485
20131101,1.466
20131102,1.442
20131103,1.418
20131104,1.394
20131105,1.372
20131106,1.351
20131107,1.324
20131108,1.305
20131109,1.288
20131110,1.27
20131111,1.262
20131112,1.255
20131113,1.258
20131114,1.266
20131115,1.275
20131116,1.282
20131117,1.286
20131118,1.293
20131119,1.307
20131120,1.321
20131121,1.341
20131122,1.358
20131123,1.387
20131124,1.416
20131125,1.463
20131126,1.508
20131127,1.563
20131128,1.617
20131129,1.675
20131130,1.733
20131201,1.791
20131202,1.849
20131203,1.92
20131204,1.999
20131205,2.087
20131206,2.174
20131207,2.266
20131208,2.348
20131209,2.43
20131210,2.514
20131211,2.608
20131212,2.703
20131213,2.796
20131214,2.876
20131215,2.954
20131216,3.032
20131217,3.118
20131218,3.204
20131219,3.282
20131220,3.357
20131221,3.418
20131222,3.476
20131223,3.537
20131224,3.598
20131225,3.655
20131226,3.713
20131227,3.733
20131228,3.744
20131229,3.752
20131230,3.758
20131231,3.778
20140101,3.805
20140102,3.817
20140103,3.815
20140104,3.801
20140105,3.791
20140106,3.769
20140107,3.753
20140108,3.74
20140109,3.727
20140110,3.691
20140111,3.688
20140112,3.661
20140113,3.639
20140114,3.626
20140115,3.618
20140116,3.601
20140117,3.58
20140118,3.559
20140119,3.54
20140120,3.53
20140121,3.537
20140122,3.527
20140123,3.525
20140124,3.523
20140125,3.539
20140126,3.578
20140127,3.629
20140128,3.697
20140129,3.786
20140130,3.848
20140131,3.903
20140201,3.969
20140202,4.042
20140203,4.114
20140204,4.191
20140205,4.286
20140206,4.38
20140207,4.472
20140208,4.586
20140209,4.709
20140210,4.769
20140211,4.85
20140212,4.931
20140213,5.029
20140214,5.118
20140215,5.21
20140216,5.309
20140217,5.408
20140218,5.517
20140219,5.627
20140220,5.722
20140221,5.824
20140222,5.918
20140223,6.011
20140224,6.081
20140225,6.157
20140226,6.219
20140227,6.264
20140228,6.272
20140301,6.296
20140302,6.321
20140303,6.319
20140304,6.316
20140305,6.312
20140306,6.303
20140307,6.282
20140308,6.256
20140309,6.225
20140310,6.15
20140311,6.082
20140312,6.04
20140313,5.996
20140314,5.954
20140315,5.858
20140316,5.768
20140317,5.675
20140318,5.579
20140319,5.488
20140320,5.381
20140321,5.27
20140322,5.155
20140323,5.041
20140324,4.918
20140325,4.797
20140326,4.677
20140327,4.55
20140328,4.429
20140329,4.308
20140330,4.202
20140331,4.095
20140401,3.993
20140402,3.909
20140403,3.827
20140404,3.747
20140405,3.66
20140406,3.57
20140407,3.482
20140408,3.402
20140409,3.345
20140410,3.275
20140411,3.21
20140412,3.136
20140413,3.054
20140414,3.003
20140415,2.953
20140416,2.906
20140417,2.852
20140418,2.797
20140419,2.746
20140420,2.696
20140421,2.649
20140422,2.606
20140423,2.572
20140424,2.544
20140425,2.507
20140426,2.463
20140427,2.417
20140428,2.376
20140429,2.339
20140430,2.303
20140501,2.258
20140502,2.213
20140503,2.167
20140504,2.122
20140505,2.084
20140506,2.055
20140507,2.032
20140508,2.005
20140509,1.971
20140510,1.945
20140511,1.916
20140512,1.894
20140513,1.885
20140514,1.874
20140515,1.865
20140516,1.858
20140517,1.858
20140518,1.85
20140519,1.84
